============================================================================================================
Arguments =
	approach: lwf
	batch_size: 100
	clipping: 10000
	datasets: ['miniimagenet']
	eval_on_train: False
	exp_name: None
	fix_bn: False
	gpu: 3
	gridsearch_tasks: -1
	keep_existing_head: False
	last_layer_analysis: False
	log: ['disk']
	lr: 0.05
	lr_factor: 1.0
	lr_min: 0.0001
	lr_patience: 5
	momentum: 0.9
	multi_softmax: False
	nc_first_task: 10
	nepochs: 100
	network: resnet18
	no_cudnn_deterministic: False
	num_tasks: 10
	num_workers: 4
	pin_memory: False
	pretrained: False
	results_path: ../miniimagenet_lwf_result10t
	save_models: False
	seed: 12
	stop_at_task: 0
	use_valid_only: False
	warmup_lr_factor: 1.0
	warmup_nepochs: 0
	weight_decay: 0.0002
============================================================================================================
Approach arguments =
	T: 2
	lamb: 1
============================================================================================================
Exemplars dataset arguments =
	exemplar_selection: random
	num_exemplars: 0
	num_exemplars_per_class: 0
============================================================================================================
WARNING: ../miniimagenet_lwf_result10t/miniimagenet_lwf already exists!
[(0, 10), (1, 10), (2, 10), (3, 10), (4, 10), (5, 10), (6, 10), (7, 10), (8, 10), (9, 10)]
************************************************************************************************************
Task  0
************************************************************************************************************
Start task : 0
Exemplar dataset : 0
| Epoch   1, time=  3.2s | Train: skip eval | Valid: time=  1.3s loss=5.048, TAw acc= 15.4% | *
| Epoch   2, time=  1.4s | Train: skip eval | Valid: time=  0.5s loss=2.096, TAw acc= 29.2% | *
| Epoch   3, time=  1.3s | Train: skip eval | Valid: time=  0.6s loss=1.975, TAw acc= 30.2% | *
| Epoch   4, time=  1.4s | Train: skip eval | Valid: time=  0.5s loss=1.914, TAw acc= 33.0% | *
| Epoch   5, time=  1.5s | Train: skip eval | Valid: time=  0.4s loss=2.340, TAw acc= 31.8% |
| Epoch   6, time=  1.5s | Train: skip eval | Valid: time=  0.4s loss=1.931, TAw acc= 34.0% |
| Epoch   7, time=  1.4s | Train: skip eval | Valid: time=  0.5s loss=2.022, TAw acc= 37.2% |
| Epoch   8, time=  1.3s | Train: skip eval | Valid: time=  0.6s loss=1.839, TAw acc= 41.0% | *
| Epoch   9, time=  1.4s | Train: skip eval | Valid: time=  0.7s loss=1.835, TAw acc= 38.0% | *
| Epoch  10, time=  1.3s | Train: skip eval | Valid: time=  0.6s loss=2.291, TAw acc= 39.4% |
| Epoch  11, time=  1.3s | Train: skip eval | Valid: time=  0.8s loss=1.766, TAw acc= 41.4% | *
| Epoch  12, time=  1.3s | Train: skip eval | Valid: time=  0.8s loss=1.674, TAw acc= 40.8% | *
| Epoch  13, time=  2.4s | Train: skip eval | Valid: time=  0.8s loss=1.731, TAw acc= 38.4% |
| Epoch  14, time=  1.3s | Train: skip eval | Valid: time=  0.8s loss=1.682, TAw acc= 42.0% |
| Epoch  15, time=  1.3s | Train: skip eval | Valid: time=  0.7s loss=1.792, TAw acc= 39.8% |
| Epoch  16, time=  1.3s | Train: skip eval | Valid: time=  0.7s loss=1.706, TAw acc= 43.4% |
| Epoch  17, time=  1.4s | Train: skip eval | Valid: time=  0.6s loss=1.743, TAw acc= 43.0% | lr=5.0e-02
| Epoch  18, time=  2.5s | Train: skip eval | Valid: time=  0.6s loss=1.695, TAw acc= 41.4% |
| Epoch  19, time=  1.4s | Train: skip eval | Valid: time=  0.6s loss=1.704, TAw acc= 39.2% |
| Epoch  20, time=  1.5s | Train: skip eval | Valid: time=  0.7s loss=1.687, TAw acc= 41.8% |
| Epoch  21, time=  1.3s | Train: skip eval | Valid: time=  0.6s loss=1.651, TAw acc= 43.6% | *
| Epoch  22, time=  1.6s | Train: skip eval | Valid: time=  0.5s loss=1.761, TAw acc= 41.8% |
| Epoch  23, time=  2.6s | Train: skip eval | Valid: time=  0.6s loss=1.701, TAw acc= 41.8% |
| Epoch  24, time=  1.4s | Train: skip eval | Valid: time=  0.7s loss=1.644, TAw acc= 44.2% | *
| Epoch  25, time=  1.4s | Train: skip eval | Valid: time=  0.6s loss=1.641, TAw acc= 44.8% | *
| Epoch  26, time=  1.3s | Train: skip eval | Valid: time=  0.6s loss=1.659, TAw acc= 44.4% |
| Epoch  27, time=  1.4s | Train: skip eval | Valid: time=  0.6s loss=1.671, TAw acc= 46.0% |
| Epoch  28, time=  2.3s | Train: skip eval | Valid: time=  0.8s loss=1.552, TAw acc= 47.2% | *
| Epoch  29, time=  1.4s | Train: skip eval | Valid: time=  0.6s loss=1.892, TAw acc= 43.0% |
| Epoch  30, time=  1.5s | Train: skip eval | Valid: time=  0.6s loss=1.545, TAw acc= 51.2% | *
| Epoch  31, time=  1.4s | Train: skip eval | Valid: time=  0.5s loss=1.785, TAw acc= 42.2% |
| Epoch  32, time=  1.7s | Train: skip eval | Valid: time=  0.5s loss=1.552, TAw acc= 49.8% |
| Epoch  33, time=  2.3s | Train: skip eval | Valid: time=  0.4s loss=1.556, TAw acc= 47.0% |
| Epoch  34, time=  1.6s | Train: skip eval | Valid: time=  0.4s loss=1.540, TAw acc= 49.0% | *
| Epoch  35, time=  1.6s | Train: skip eval | Valid: time=  0.5s loss=1.464, TAw acc= 51.6% | *
| Epoch  36, time=  1.5s | Train: skip eval | Valid: time=  0.6s loss=1.553, TAw acc= 49.8% |
| Epoch  37, time=  1.5s | Train: skip eval | Valid: time=  0.5s loss=1.480, TAw acc= 49.6% |
| Epoch  38, time=  1.5s | Train: skip eval | Valid: time=  0.9s loss=1.452, TAw acc= 51.0% | *
| Epoch  39, time=  1.4s | Train: skip eval | Valid: time=  0.6s loss=1.476, TAw acc= 50.0% |
| Epoch  40, time=  1.4s | Train: skip eval | Valid: time=  0.5s loss=1.584, TAw acc= 46.2% |
| Epoch  41, time=  1.4s | Train: skip eval | Valid: time=  0.6s loss=1.458, TAw acc= 50.2% |
| Epoch  42, time=  1.3s | Train: skip eval | Valid: time=  0.5s loss=1.668, TAw acc= 51.0% |
| Epoch  43, time=  1.4s | Train: skip eval | Valid: time=  1.7s loss=1.350, TAw acc= 55.2% | *
| Epoch  44, time=  1.4s | Train: skip eval | Valid: time=  0.7s loss=1.438, TAw acc= 53.4% |
| Epoch  45, time=  1.4s | Train: skip eval | Valid: time=  0.8s loss=1.413, TAw acc= 54.0% |
| Epoch  46, time=  1.6s | Train: skip eval | Valid: time=  0.6s loss=1.575, TAw acc= 50.6% |
| Epoch  47, time=  1.3s | Train: skip eval | Valid: time=  0.6s loss=1.364, TAw acc= 55.2% |
| Epoch  48, time=  1.6s | Train: skip eval | Valid: time=  1.5s loss=1.394, TAw acc= 55.6% | lr=5.0e-02
| Epoch  49, time=  1.4s | Train: skip eval | Valid: time=  0.7s loss=1.442, TAw acc= 51.4% |
| Epoch  50, time=  1.3s | Train: skip eval | Valid: time=  0.6s loss=1.500, TAw acc= 50.8% |
| Epoch  51, time=  1.5s | Train: skip eval | Valid: time=  0.7s loss=1.339, TAw acc= 55.6% | *
| Epoch  52, time=  1.5s | Train: skip eval | Valid: time=  0.6s loss=1.380, TAw acc= 56.2% |
| Epoch  53, time=  1.5s | Train: skip eval | Valid: time=  0.8s loss=1.380, TAw acc= 56.2% |
| Epoch  54, time=  2.0s | Train: skip eval | Valid: time=  0.8s loss=1.358, TAw acc= 59.2% |
| Epoch  55, time=  1.4s | Train: skip eval | Valid: time=  0.7s loss=1.359, TAw acc= 57.8% |
| Epoch  56, time=  1.4s | Train: skip eval | Valid: time=  0.6s loss=1.409, TAw acc= 51.6% | lr=5.0e-02
| Epoch  57, time=  1.3s | Train: skip eval | Valid: time=  0.7s loss=1.374, TAw acc= 56.0% |
| Epoch  58, time=  1.3s | Train: skip eval | Valid: time=  0.6s loss=1.528, TAw acc= 51.4% |
| Epoch  59, time=  2.6s | Train: skip eval | Valid: time=  0.8s loss=1.391, TAw acc= 53.4% |
| Epoch  60, time=  1.4s | Train: skip eval | Valid: time=  0.7s loss=1.388, TAw acc= 53.2% |
| Epoch  61, time=  1.4s | Train: skip eval | Valid: time=  0.7s loss=1.394, TAw acc= 54.0% | lr=5.0e-02
| Epoch  62, time=  1.4s | Train: skip eval | Valid: time=  0.6s loss=1.415, TAw acc= 55.4% |
| Epoch  63, time=  1.3s | Train: skip eval | Valid: time=  0.6s loss=1.546, TAw acc= 51.4% |
| Epoch  64, time=  1.3s | Train: skip eval | Valid: time=  0.8s loss=1.529, TAw acc= 51.6% |
| Epoch  65, time=  1.4s | Train: skip eval | Valid: time=  0.5s loss=1.460, TAw acc= 54.4% |
| Epoch  66, time=  1.6s | Train: skip eval | Valid: time=  0.5s loss=1.470, TAw acc= 50.6% | lr=5.0e-02
| Epoch  67, time=  1.8s | Train: skip eval | Valid: time=  0.5s loss=1.489, TAw acc= 52.8% |
| Epoch  68, time=  1.5s | Train: skip eval | Valid: time=  0.7s loss=1.363, TAw acc= 56.0% |
| Epoch  69, time=  1.9s | Train: skip eval | Valid: time=  0.6s loss=1.460, TAw acc= 52.0% |
| Epoch  70, time=  1.6s | Train: skip eval | Valid: time=  0.8s loss=1.371, TAw acc= 56.4% |
| Epoch  71, time=  1.4s | Train: skip eval | Valid: time=  0.7s loss=1.418, TAw acc= 52.4% | lr=5.0e-02
| Epoch  72, time=  1.4s | Train: skip eval | Valid: time=  0.7s loss=1.476, TAw acc= 51.6% |
| Epoch  73, time=  1.4s | Train: skip eval | Valid: time=  0.5s loss=1.430, TAw acc= 55.8% |
| Epoch  74, time=  1.4s | Train: skip eval | Valid: time=  1.0s loss=1.321, TAw acc= 57.2% | *
| Epoch  75, time=  1.3s | Train: skip eval | Valid: time=  0.7s loss=1.474, TAw acc= 54.0% |
| Epoch  76, time=  1.2s | Train: skip eval | Valid: time=  0.6s loss=1.599, TAw acc= 48.6% |
| Epoch  77, time=  1.4s | Train: skip eval | Valid: time=  0.5s loss=1.444, TAw acc= 52.0% |
