============================================================================================================
Arguments =
	approach: finetuning
	batch_size: 100
	clipping: 10000
	datasets: ['miniimagenet']
	eval_on_train: False
	exp_name: None
	fix_bn: False
	gpu: 2
	gridsearch_tasks: -1
	keep_existing_head: False
	last_layer_analysis: False
	log: ['disk']
	lr: 0.05
	lr_factor: 1.0
	lr_min: 0.0001
	lr_patience: 5
	momentum: 0.9
	multi_softmax: False
	nc_first_task: 10
	nepochs: 100
	network: resnet18
	no_cudnn_deterministic: False
	num_tasks: 10
	num_workers: 4
	pin_memory: False
	pretrained: False
	results_path: ../miniimagenet_finetuning_result10t
	save_models: False
	seed: 1234
	stop_at_task: 0
	use_valid_only: False
	warmup_lr_factor: 1.0
	warmup_nepochs: 0
	weight_decay: 0.0002
============================================================================================================
Approach arguments =
	all_outputs: False
============================================================================================================
Exemplars dataset arguments =
	exemplar_selection: random
	num_exemplars: 0
	num_exemplars_per_class: 0
============================================================================================================
WARNING: ../miniimagenet_finetuning_result10t/miniimagenet_finetuning already exists!
[(0, 10), (1, 10), (2, 10), (3, 10), (4, 10), (5, 10), (6, 10), (7, 10), (8, 10), (9, 10)]
************************************************************************************************************
Task  0
************************************************************************************************************
| Epoch   1, time=  3.1s | Train: skip eval | Valid: time=  0.4s loss=9.259, TAw acc= 23.2% | *
| Epoch   2, time=  1.2s | Train: skip eval | Valid: time=  0.5s loss=2.352, TAw acc= 33.8% | *
| Epoch   3, time=  1.2s | Train: skip eval | Valid: time=  0.4s loss=1.853, TAw acc= 31.6% | *
| Epoch   4, time=  1.3s | Train: skip eval | Valid: time=  0.4s loss=2.177, TAw acc= 31.2% |
| Epoch   5, time=  2.0s | Train: skip eval | Valid: time=  0.5s loss=1.774, TAw acc= 36.6% | *
| Epoch   6, time=  1.4s | Train: skip eval | Valid: time=  0.4s loss=1.753, TAw acc= 40.2% | *
| Epoch   7, time=  1.1s | Train: skip eval | Valid: time=  0.4s loss=1.754, TAw acc= 42.6% |
| Epoch   8, time=  1.4s | Train: skip eval | Valid: time=  0.5s loss=1.639, TAw acc= 42.8% | *
| Epoch   9, time=  1.3s | Train: skip eval | Valid: time=  0.4s loss=1.652, TAw acc= 45.6% |
| Epoch  10, time=  1.4s | Train: skip eval | Valid: time=  0.4s loss=1.723, TAw acc= 39.4% |
| Epoch  11, time=  2.3s | Train: skip eval | Valid: time=  0.4s loss=1.573, TAw acc= 45.8% | *
| Epoch  12, time=  1.3s | Train: skip eval | Valid: time=  0.5s loss=1.569, TAw acc= 43.0% | *
| Epoch  13, time=  1.4s | Train: skip eval | Valid: time=  0.4s loss=1.568, TAw acc= 46.6% | *
| Epoch  14, time=  1.1s | Train: skip eval | Valid: time=  0.5s loss=1.932, TAw acc= 46.2% |
| Epoch  15, time=  1.3s | Train: skip eval | Valid: time=  0.6s loss=1.566, TAw acc= 45.2% | *
| Epoch  16, time=  1.2s | Train: skip eval | Valid: time=  0.5s loss=1.542, TAw acc= 48.2% | *
| Epoch  17, time=  2.3s | Train: skip eval | Valid: time=  0.6s loss=1.707, TAw acc= 45.0% |
| Epoch  18, time=  1.2s | Train: skip eval | Valid: time=  0.5s loss=1.539, TAw acc= 46.8% | *
| Epoch  19, time=  1.3s | Train: skip eval | Valid: time=  0.5s loss=1.541, TAw acc= 49.4% |
| Epoch  20, time=  1.5s | Train: skip eval | Valid: time=  0.6s loss=1.496, TAw acc= 48.8% | *
| Epoch  21, time=  1.7s | Train: skip eval | Valid: time=  0.7s loss=1.416, TAw acc= 49.8% | *
| Epoch  22, time=  1.3s | Train: skip eval | Valid: time=  0.7s loss=1.559, TAw acc= 47.4% |
| Epoch  23, time=  1.3s | Train: skip eval | Valid: time=  0.4s loss=1.513, TAw acc= 47.2% |
| Epoch  24, time=  1.3s | Train: skip eval | Valid: time=  0.5s loss=1.439, TAw acc= 51.2% |
| Epoch  25, time=  1.3s | Train: skip eval | Valid: time=  0.6s loss=1.327, TAw acc= 53.8% | *
| Epoch  26, time=  1.4s | Train: skip eval | Valid: time=  0.5s loss=1.519, TAw acc= 49.2% |
| Epoch  27, time=  1.3s | Train: skip eval | Valid: time=  0.4s loss=1.400, TAw acc= 49.2% |
| Epoch  28, time=  1.4s | Train: skip eval | Valid: time=  0.9s loss=1.466, TAw acc= 51.2% |
| Epoch  29, time=  1.3s | Train: skip eval | Valid: time=  0.6s loss=1.336, TAw acc= 53.8% |
| Epoch  30, time=  1.4s | Train: skip eval | Valid: time=  0.5s loss=1.423, TAw acc= 53.0% | lr=5.0e-02
| Epoch  31, time=  1.3s | Train: skip eval | Valid: time=  0.6s loss=1.371, TAw acc= 54.6% |
| Epoch  32, time=  1.5s | Train: skip eval | Valid: time=  0.6s loss=1.363, TAw acc= 54.6% |
| Epoch  33, time=  1.4s | Train: skip eval | Valid: time=  0.4s loss=1.391, TAw acc= 51.4% |
| Epoch  34, time=  1.3s | Train: skip eval | Valid: time=  0.5s loss=1.395, TAw acc= 52.4% |
| Epoch  35, time=  1.2s | Train: skip eval | Valid: time=  0.7s loss=1.339, TAw acc= 54.8% | lr=5.0e-02
| Epoch  36, time=  1.2s | Train: skip eval | Valid: time=  0.8s loss=1.448, TAw acc= 51.6% |
| Epoch  37, time=  1.4s | Train: skip eval | Valid: time=  0.7s loss=1.392, TAw acc= 51.6% |
| Epoch  38, time=  1.2s | Train: skip eval | Valid: time=  0.6s loss=1.332, TAw acc= 53.6% |
| Epoch  39, time=  1.2s | Train: skip eval | Valid: time=  0.6s loss=1.369, TAw acc= 53.2% |
| Epoch  40, time=  1.3s | Train: skip eval | Valid: time=  0.4s loss=1.399, TAw acc= 52.8% | lr=5.0e-02
